SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8455834,Units,80,84,25,7,46,41,81,32,29,21,58,69
8455842,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455859,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455875,Units,48,47,25,4,24,24,9,42,54,31,36,36
8455883,Units,177,205,264,64,65,309,93,92,145,97,45,87
8455891,Units,47,35,24,52,91,68,60,99,136,52,99,113
8455909,Units,125,58,102,118,132,102,109,144,110,88,105,18
8455917,Units,464,413,760,504,327,770,345,747,356,126,160,261
8455933,Units,3,27,9,10,29,19,16,30,29,14,1,27
8455941,Units,28,30,14,28,20,24,25,4,7,30,31,3
8455958,Units,6,7,5,2,7,0,2,2,4,1,0,3
8455982,Units,2,3,1,0,2,1,4,0,0,3,4,0
8455990,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456006,Units,95,100,123,63,109,88,73,139,55,103,141,33
8456014,Units,900,390,332,645,676,1309,689,1398,779,56,283,999
8456022,Units,16,8,9,16,11,18,0,13,5,10,14,3
8456030,Units,152,52,276,105,120,2,244,281,100,248,270,221
8456048,Units,280,13,152,287,20,126,136,22,262,319,99,310
8456055,Units,202,29,159,240,5,165,249,179,253,87,243,213
8456063,Units,14,16,1,15,9,15,27,30,6,46,41,15
8456071,Units,29,45,21,11,43,22,34,52,55,28,5,23
8456089,Units,74,80,81,71,33,30,24,5,74,82,11,50
8456097,Units,26,19,33,12,4,18,3,20,21,19,36,32
8456105,Units,53,252,60,59,201,24,191,289,133,96,249,148
8456113,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456121,Units,29,52,72,79,10,33,66,42,32,18,15,57
8456139,Units,1,10,32,8,19,3,30,31,15,1,8,9
8456147,Units,0,8,18,9,9,15,12,7,16,20,22,22
8456154,Units,36,263,94,252,166,303,282,198,217,379,75,3
8456162,Units,45,117,71,91,127,41,185,111,152,31,184,33
8456188,Units,231,254,272,43,360,453,595,40,22,573,8,544
8456196,Units,138,225,312,14,274,148,168,70,166,64,101,199
8456204,Units,54,47,23,32,38,2,8,17,7,27,23,15
8456212,Units,9,66,94,49,32,64,117,10,73,76,96,83
8456220,Units,5,1,4,9,10,1,11,0,3,5,4,1
8456238,Units,10,9,17,5,17,14,18,22,8,17,9,15
8456253,Units,22,17,30,20,123,85,124,87,149,100,140,56
8456261,Units,256,126,117,11,217,39,250,44,291,66,22,70
8456279,Units,49,94,95,25,64,44,20,7,98,37,58,98
8456287,Units,155,287,252,234,59,65,128,244,30,293,40,108
8456295,Units,69,80,99,68,20,37,50,101,80,101,55,57
8456303,Units,6,8,6,3,5,9,2,4,6,0,7,7
8456311,Units,60,50,119,296,108,133,187,80,170,142,89,142
8456329,Units,35,78,151,7,99,164,101,138,57,73,88,83
8456337,Units,191,190,18,31,136,24,143,141,79,178,174,208
8456345,Units,0,2,1,1,0,0,1,1,2,1,0,0
8456352,Units,56,34,103,116,46,107,78,25,66,34,95,49
8456360,Units,28,40,172,63,187,103,64,151,137,1,25,84
8456378,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456386,Units,35,22,11,43,38,8,3,38,25,29,22,9
8456394,Units,98,54,61,159,172,161,42,25,155,37,121,33
8456402,Units,113,35,84,116,59,15,29,11,41,111,134,67
8456410,Units,52,59,1,6,81,14,42,84,103,17,52,84
8456428,Units,2,1,6,2,0,4,2,6,1,5,2,5
8456436,Units,15,9,2,17,3,3,24,23,12,9,4,20
8456444,Units,159,405,322,500,101,221,247,202,256,6,343,36
8456451,Units,26,36,32,25,34,10,30,20,30,24,16,37
8456469,Units,86,247,250,232,25,206,179,85,165,216,44,20
8456477,Units,60,44,32,38,18,53,29,6,11,10,52,15
8456493,Units,252,97,24,200,138,127,341,212,155,128,112,117
8456501,Units,5,10,12,0,4,2,12,4,4,6,4,4
8456519,Units,287,213,142,15,167,138,213,63,62,205,141,225
8456527,Units,356,349,247,358,26,185,279,23,83,100,327,72
8456535,Units,101,75,178,57,174,131,152,72,68,3,14,89
8456543,Units,5,11,2,14,2,1,6,3,6,14,11,15
8456550,Units,143,124,115,180,65,57,44,187,162,107,67,2
8456568,Units,5,2,4,4,5,0,4,2,4,2,3,3
8456576,Units,23,44,19,16,60,56,46,45,65,25,70,77
8456584,Units,303,212,188,201,667,801,865,115,708,590,656,960
8456592,Units,56,320,52,300,628,113,699,296,263,894,315,468
8456600,Units,10,485,65,194,17,503,479,87,351,581,115,15
8456618,Units,27,9,40,37,6,40,43,32,6,0,23,23
8456634,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456642,Units,232,208,21,173,267,85,354,361,55,83,288,287
8456659,Units,34,287,207,245,126,53,69,109,51,182,294,239
8456675,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456683,Units,15,147,226,36,94,172,170,210,272,217,234,169
8456691,Units,11,17,107,111,14,60,83,122,100,113,15,22
8456709,Units,41,20,42,39,56,91,79,63,92,62,28,47
8456717,Units,29,45,28,21,38,15,31,45,18,31,17,4
8456725,Units,38,17,11,54,38,5,4,29,58,25,13,29
8456733,Units,1,0,1,1,1,1,0,0,1,0,1,0
8456766,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456774,Units,0,0,0,0,0,0,0,0,0,0,0,0
8456790,Units,24,17,21,12,4,20,10,13,5,8,24,1
8456808,Units,92,40,354,226,193,231,16,294,51,344,11,196
8456816,Units,224,6,216,18,17,58,108,270,53,212,124,214
8456865,Units,3315,1627,3606,126,1377,3278,2661,2667,357,2212,2149,1649
8456923,Units,16,7,16,23,24,11,14,21,23,19,17,11
8456956,Units,1,0,1,3,2,0,1,3,0,1,1,1
8456964,Units,7,4,6,7,7,3,6,4,1,2,2,1
8456972,Units,49,157,63,16,75,148,119,121,160,8,168,198
8456980,Units,1063,801,457,882,1245,758,199,972,295,206,1402,161
8456998,Units,225,144,256,138,154,7,50,124,9,135,229,166
8457004,Units,16,262,290,270,243,149,152,180,187,241,90,6
8457012,Units,1088,906,1054,276,1239,200,880,1171,1258,233,791,99
8457038,Units,63,27,49,11,67,21,48,8,43,90,33,16
8457046,Units,939,848,150,569,168,24,872,1012,1175,888,140,557
8457053,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457095,Units,25,13,1,25,7,21,23,25,6,15,14,22
8457111,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457129,Units,3,1,0,2,2,1,1,2,2,0,1,1
8457137,Units,0,1,1,0,0,0,1,1,1,0,2,1
8457145,Units,1,2,2,2,1,1,1,0,2,2,2,1
8457152,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457160,Units,0,1,2,2,1,1,3,1,2,1,2,1
8457178,Units,1,2,1,1,1,2,2,2,0,0,2,3
8457186,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457194,Units,5,5,9,5,1,8,11,13,10,9,4,10
8457202,Units,6,3,1,3,7,3,0,5,4,7,5,7
8457210,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457228,Units,80,21,110,122,32,6,19,76,85,84,12,24
8457236,Units,498,256,487,389,268,457,79,77,343,453,588,263
8457244,Units,888,560,896,917,930,21,516,521,742,690,454,950
8457269,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457277,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457285,Units,2,2,2,1,0,1,3,1,3,1,1,1
8457293,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457327,Units,4,2,7,4,7,1,6,2,6,1,2,1
8457335,Units,1297,1231,685,1037,710,1117,123,772,1316,721,213,366
8457376,Units,1,1,1,1,1,1,0,0,1,1,0,1
8457384,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457392,Units,1,0,1,0,1,0,1,0,1,0,1,1
8457426,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457442,Units,455,185,200,158,156,433,291,23,38,10,459,270
8457509,Units,47,109,18,30,92,89,32,9,20,29,51,128
8457517,Units,29,21,40,48,17,59,29,46,7,66,27,5
8457533,Units,56,14,16,16,97,59,114,73,20,110,118,94
8457541,Units,21,48,88,81,17,74,51,111,2,77,78,53
8457558,Units,52,15,275,131,205,31,1,244,259,184,53,258
8457566,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457590,Units,1,1,0,0,1,1,1,1,1,2,0,1
8457608,Units,220,451,531,267,204,585,338,115,356,429,131,385
8457616,Units,24,20,16,5,7,6,8,29,13,19,22,8
8457624,Units,192,186,166,159,206,182,200,30,66,85,97,167
8457632,Units,11,414,173,493,288,518,386,401,220,247,446,530
8457640,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457657,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457681,Units,14,19,11,17,19,25,38,5,36,28,11,2
8457707,Units,4,3,1,4,5,0,3,1,5,0,3,2
8457715,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457731,Units,21,42,18,40,76,52,56,53,24,20,0,60
8457749,Units,249,92,553,199,370,155,387,215,116,290,401,310
8457756,Units,12,49,59,26,27,33,28,62,51,50,55,46
8457764,Units,2,1,14,4,13,5,6,14,10,5,2,12
8457772,Units,2,1,1,3,7,2,0,6,5,0,0,6
8457780,Units,7,44,64,17,87,96,92,21,3,56,10,123
8457798,Units,111,308,294,94,186,33,155,183,317,265,280,317
8457806,Units,14,20,86,28,44,49,42,57,27,34,59,59
8457814,Units,9,29,13,34,34,32,21,24,0,5,11,6
8457822,Units,212,324,46,168,76,416,200,89,169,27,357,55
8457830,Units,0,0,0,0,0,0,0,0,0,0,0,0
8457848,Units,457,292,403,33,277,386,274,199,89,68,53,82
8457855,Units,80,6,45,114,130,130,148,92,118,126,95,44
8457871,Units,28,64,104,169,162,160,160,29,35,154,104,170
8457889,Units,1,1,2,0,2,1,1,2,1,1,1,2
8457897,Units,35,23,45,17,10,43,13,18,18,13,40,30
8457905,Units,6,19,22,18,16,14,17,17,15,5,21,7
8457921,Units,173,115,81,670,3,568,84,678,414,128,22,677
8457947,Units,59,222,385,289,455,250,253,120,359,5,298,447
8457988,Units,29,10,10,9,8,3,25,6,36,23,32,7
8457996,Units,0,0,0,0,0,0,0,0,0,0,0,0
8458002,Units,241,343,122,203,527,681,688,441,61,690,191,654
8458010,Units,8,92,49,3,28,68,16,140,42,72,114,144
8458135,Units,10,20,11,9,14,21,3,18,11,17,2,11
8458143,Units,0,0,0,0,1,1,0,1,0,1,1,0
8458176,Units,0,0,0,0,0,0,0,0,0,0,0,0
8458184,Units,0,0,0,0,0,0,0,0,0,0,0,0
8458192,Units,93,188,227,184,28,186,82,327,194,267,257,57
8458200,Units,179,144,50,157,31,17,146,0,100,113,60,182
8458218,Units,2,32,45,23,12,51,58,6,40,59,47,56
8458226,Units,1,1,2,1,0,0,0,1,1,0,1,1
8458242,Units,22,523,144,43,392,738,1036,34,937,926,1073,1022
8458259,Units,751,460,1041,477,1154,549,823,748,34,1199,663,899
8458267,Units,1,1,0,1,0,0,1,1,0,1,1,0
8458283,Units,922,391,885,617,862,167,1395,880,9,374,299,983
8458291,Units,2862,2020,320,85,1158,2316,2054,2803,460,1399,3252,777
8458309,Units,10,11,4,6,6,4,9,6,7,10,1,6
8458317,Units,181,287,214,59,123,92,100,199,112,11,38,53
8458341,Units,1,2,2,1,2,0,3,1,3,2,1,3
8458358,Units,585,837,766,652,1040,1373,1088,1518,923,151,612,199
8458432,Units,18,2,16,1,5,4,3,11,1,14,10,15
8458440,Units,10,57,10,18,50,25,1,61,61,39,33,60
8458457,Units,3,3,4,3,8,8,9,10,10,3,1,11
8458465,Units,132,50,86,87,100,50,62,4,59,151,64,77
8458473,Units,749,957,56,854,399,1262,830,195,1006,720,902,864
8458481,Units,12,0,11,10,19,15,36,17,6,18,32,10
8458499,Units,35,30,30,18,27,17,37,31,20,10,6,14
8458507,Units,2,0,1,1,2,1,0,0,1,1,1,1
8458515,Units,544,663,287,76,648,129,728,116,721,326,723,317
8458523,Units,58,62,73,50,75,15,25,48,39,25,17,53
8458531,Units,144,66,197,187,19,136,113,274,13,276,81,60
8458549,Units,135,165,22,5,164,234,86,43,34,113,7,228
8458556,Units,293,118,62,32,93,309,279,23,48,11,184,185
8458564,Units,163,72,54,161,110,80,32,169,50,41,114,19
8458572,Units,73,118,113,99,49,75,1,14,59,69,6,85
8458580,Units,58,74,25,28,81,29,118,59,25,152,116,130
8458598,Units,12,61,32,8,56,65,25,10,25,61,37,18
8458606,Units,64,21,200,194,136,1,274,192,112,281,90,209
8458705,Units,0,0,0,0,0,0,0,0,0,0,0,0
8458713,Units,0,1,0,1,1,1,1,0,0,0,1,0
8458721,Units,6,3,0,2,5,9,1,0,1,7,9,8
8458747,Units,495,630,410,617,631,157,216,932,583,180,607,615
8458804,Units,296,591,487,592,359,475,635,493,55,210,600,397
8458820,Units,57,40,51,71,162,161,104,186,169,118,128,247
8458838,Units,38,59,57,27,37,24,67,63,58,50,47,57
8458846,Units,180,146,84,121,76,158,81,148,110,193,47,178
8458853,Units,295,75,34,283,187,355,264,279,6,27,36,80
8458861,Units,89,11,29,13,4,82,44,79,6,59,92,31
8458879,Units,1267,781,149,8,1553,683,1742,151,687,1526,722,1135
8458887,Units,149,48,78,158,312,324,138,131,187,195,55,336
8458895,Units,29,180,150,89,179,30,29,167,21,26,105,7
8458903,Units,78,199,273,186,102,181,156,152,64,89,108,94
8458911,Units,0,0,0,0,0,0,0,0,0,0,0,0
8458929,Units,492,251,367,785,248,89,578,241,657,290,25,125
8458937,Units,50,57,79,10,54,18,27,55,84,48,48,59
8458945,Units,521,150,388,509,398,462,562,348,519,525,210,496
8458952,Units,1436,548,1513,2066,883,76,1733,1792,2003,1422,496,528
8458960,Units,474,459,1056,818,221,1154,1343,915,417,790,467,1501
8458978,Units,98,71,225,187,286,98,104,101,276,243,219,145
8458994,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459042,Units,1,4,6,1,5,6,5,7,6,3,6,1
8459059,Units,106,256,111,11,279,138,320,182,278,301,136,279
8459091,Units,284,37,206,121,43,71,100,100,292,202,197,70
8459109,Units,173,96,132,78,104,225,86,76,240,158,18,63
8459117,Units,98,50,102,29,16,114,13,53,64,55,31,48
8459141,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459158,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459166,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459174,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459182,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459190,Units,62,128,248,133,21,90,40,270,202,147,26,152
8459208,Units,4,2,7,0,8,2,2,16,7,13,5,15
8459216,Units,50,58,15,36,29,57,4,2,21,27,37,4
8459307,Units,1,0,1,2,3,2,2,0,3,2,1,3
8459315,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459331,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459349,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459356,Units,4,5,8,6,8,1,7,10,1,1,2,5
8459398,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459406,Units,1555,911,1931,242,1867,243,1642,964,1617,1541,1662,158
8459414,Units,34,48,46,48,7,10,26,42,10,44,46,27
8459422,Units,43,20,55,38,34,40,15,63,44,35,59,9
8459430,Units,115,12,49,125,140,82,56,53,128,48,77,104
8459448,Units,168,120,22,38,41,45,137,41,64,29,150,67
8459455,Units,230,287,241,112,295,61,257,278,263,14,37,26
8459463,Units,78,32,19,55,62,52,21,83,40,47,23,66
8459471,Units,428,611,595,695,223,609,127,260,681,573,758,633
8459489,Units,408,71,160,141,61,354,211,10,403,99,228,348
8459497,Units,108,404,648,592,93,263,95,401,262,285,520,427
8459513,Units,109,121,165,160,60,145,212,321,60,170,292,159
8459521,Units,246,171,170,65,249,498,301,279,688,444,9,293
8459539,Units,278,239,399,254,278,323,352,226,79,441,63,354
8459547,Units,300,180,284,302,218,62,73,293,305,177,318,279
8459554,Units,82,85,48,78,71,50,135,168,33,40,104,82
8459562,Units,98,10,52,98,17,102,87,65,72,87,94,91
8459570,Units,78,46,78,2,24,22,84,19,32,87,71,46
8459588,Units,5,36,127,128,115,104,101,83,18,104,97,117
8459604,Units,14,5,89,45,92,48,52,14,88,0,60,85
8459612,Units,7,24,57,56,23,79,40,78,12,78,13,23
8459638,Units,336,331,319,262,344,241,142,141,336,165,327,72
8459646,Units,90,156,60,175,6,191,174,28,212,63,140,69
8459653,Units,1138,638,2352,1276,1933,177,1997,594,1943,1131,641,1930
8459661,Units,220,133,41,189,121,102,40,188,44,60,54,49
8459679,Units,134,156,107,171,11,157,55,172,10,53,87,111
8459687,Units,27,70,67,69,5,134,0,8,121,6,41,86
8459695,Units,0,0,1,0,0,2,1,0,1,1,1,1
8459729,Units,315,206,325,301,182,177,11,115,93,344,85,335
8459737,Units,129,193,120,216,282,336,326,347,158,20,117,381
8459745,Units,39,180,108,125,167,144,219,117,184,180,156,208
8459752,Units,126,336,336,258,185,144,179,331,318,158,328,125
8459760,Units,2,4,7,2,8,3,1,4,3,9,3,5
8459778,Units,128,51,137,51,148,76,111,74,47,59,49,155
8459786,Units,31,29,32,72,146,41,162,187,161,146,17,34
8459794,Units,1,128,66,74,56,70,11,51,17,124,51,124
8459802,Units,113,159,181,190,125,224,10,6,247,267,25,194
8459836,Units,19,33,16,24,22,40,13,22,6,22,28,27
8459851,Units,2,1,2,1,2,1,1,1,1,2,0,1
8459919,Units,0,0,0,0,0,0,0,0,0,0,0,0
8459943,Units,2,1,2,3,2,2,3,1,3,2,1,2
8459968,Units,10,44,63,15,25,17,55,20,8,35,2,17
8459976,Units,109,77,1546,1555,1044,1015,1562,288,500,1742,881,1275
8459992,Units,299,528,406,357,377,126,133,322,504,129,274,113
8460008,Units,182,3,11,107,11,234,201,45,204,92,17,188
8460016,Units,38,19,58,49,69,56,87,48,25,71,55,34
8460024,Units,11,49,11,66,15,56,3,39,63,34,51,74
8460032,Units,74,66,4,3,79,34,32,59,34,31,68,3
8460040,Units,53,49,80,48,42,42,53,53,76,74,4,24
8460065,Units,22,12,78,87,91,74,57,112,107,115,79,108
8460081,Units,564,739,995,86,175,610,268,716,1254,314,921,817
8460099,Units,65,8,7,73,90,3,56,74,49,21,67,8
8460107,Units,1,3,4,2,6,1,2,8,4,6,7,8
8460115,Units,206,33,232,269,4,204,172,275,144,27,444,237
8460123,Units,4,9,5,9,7,3,5,9,2,3,7,5
8460156,Units,19,15,1,23,6,12,2,21,13,8,10,22
8460164,Units,83,24,13,68,4,66,11,27,21,50,57,6
8460172,Units,13,42,130,177,285,27,321,354,78,184,89,334
8460180,Units,12,9,4,9,6,12,5,8,19,6,14,2
8460214,Units,154,249,460,279,92,207,181,280,246,3,316,275
8460222,Units,31,51,77,21,54,32,63,83,48,29,62,85
8460230,Units,62,66,51,27,17,13,35,63,74,13,88,79
8460255,Units,4,14,1,13,11,2,15,12,10,13,4,5
8460263,Units,0,0,0,0,0,0,0,0,0,0,0,0
8460271,Units,4,1,1,5,4,6,1,3,4,0,1,6
8460289,Units,5,6,1,2,9,2,1,3,10,3,3,3
8460297,Units,412,242,70,40,299,140,246,117,99,381,335,257
8460305,Units,921,2103,1567,1364,18,2023,1816,338,2153,286,1806,1377
8460313,Units,248,110,157,65,92,238,185,27,286,44,256,30
8460321,Units,2,188,307,170,188,35,223,288,363,131,328,372
8460339,Units,678,495,7,416,45,532,652,398,536,42,82,32
8460347,Units,123,54,2,80,4,88,11,132,54,205,62,125
8460354,Units,776,509,861,785,350,348,170,177,133,237,144,52
8460362,Units,15,631,1105,893,1187,1384,1078,164,563,1371,1197,408
8460370,Units,404,334,187,28,319,404,273,1,236,411,160,32
8460388,Units,611,557,494,151,314,32,767,590,837,55,375,525
8460396,Units,45,30,45,6,37,27,48,18,16,16,28,8
8460404,Units,14,94,55,28,86,126,55,50,84,78,59,73
8460412,Units,81,78,91,69,132,2,102,85,10,105,87,106
8460420,Units,0,0,0,0,0,0,0,0,0,0,0,0
8460438,Units,374,395,39,276,251,368,393,440,47,143,85,286
8460446,Units,0,0,1,1,1,0,1,1,1,1,0,0
8460461,Units,35,52,30,51,1,11,25,5,3,54,47,34
8460479,Units,0,0,1,1,2,2,1,1,0,3,1,1
8460487,Units,71,73,15,41,55,7,52,46,63,40,57,61
8460495,Units,120,630,317,622,179,394,319,275,93,566,495,131
8460503,Units,358,321,122,512,630,160,680,377,290,162,253,331
8460511,Units,199,217,52,253,124,250,48,84,157,67,81,95
8460529,Units,670,249,286,718,418,724,203,524,813,766,838,618
8460537,Units,188,126,145,140,216,216,5,121,33,135,85,97
8460545,Units,236,22,210,180,223,51,142,75,230,231,119,109
8460552,Units,18,20,1,2,9,14,18,5,17,20,9,10
8460560,Units,1,1,2,1,2,2,1,1,3,3,1,1
8460578,Units,13,13,6,22,26,31,6,12,30,28,5,6
8460586,Units,165,289,337,271,235,155,352,246,329,371,188,292
8460594,Units,18,38,6,25,26,51,48,22,48,27,37,1
8460602,Units,166,167,60,25,26,127,39,111,124,166,141,143
8460610,Units,20,27,17,27,17,2,7,17,40,23,14,43
8460628,Units,423,323,137,434,382,346,169,211,250,387,34,345
8460636,Units,2,3,1,0,0,2,0,3,0,1,2,1
8460644,Units,0,0,0,0,0,0,0,0,0,0,0,0
8460651,Units,6,3,2,2,8,2,2,8,5,4,3,2
8460669,Units,0,26,14,19,28,2,28,5,35,12,35,23
8460677,Units,3,10,7,4,8,1,7,9,9,12,3,13
8460685,Units,5,6,7,6,6,5,6,5,4,3,1,4
8460693,Units,0,2,48,45,61,11,63,38,42,15,32,41
8460701,Units,0,0,0,0,0,0,0,0,0,0,0,0
8460719,Units,440,192,194,25,178,395,73,110,348,51,95,317
8460727,Units,0,0,0,0,0,0,0,0,0,0,0,0
8460735,Units,17,21,23,10,17,24,19,18,14,15,4,14
8460743,Units,8,84,39,58,50,84,66,39,29,69,74,71
8460750,Units,24,3,23,16,2,23,27,8,12,6,14,20
8460768,Units,9,92,239,226,246,206,193,134,9,124,9,161
8460776,Units,254,96,56,107,738,644,10,560,193,441,609,624
8460792,Units,724,357,151,529,318,453,383,690,207,277,349,486
8460800,Units,559,786,1226,1265,550,1346,207,301,949,206,1100,1028
8460818,Units,227,142,99,993,691,854,74,98,18,1236,736,295
8460826,Units,1157,221,515,721,905,1364,1318,1508,901,1598,1659,223
8460834,Units,1034,2593,856,943,2418,495,2005,278,1089,837,30,1780
8460842,Units,148,94,75,24,154,135,42,160,60,8,94,56
8460859,Units,308,35,70,324,455,478,454,401,193,11,91,69
8460867,Units,71,122,8,65,112,123,281,250,76,1,190,252
8460875,Units,460,543,184,318,373,554,544,188,369,498,75,440
8460883,Units,206,278,115,79,258,264,48,261,185,104,216,27
8460891,Units,275,307,180,193,206,80,103,311,56,50,321,206
8460909,Units,465,157,15,22,101,456,303,18,384,343,22,295
8460917,Units,170,57,256,292,254,275,25,68,115,72,196,231
8460925,Units,90,206,293,253,102,3,340,125,224,308,129,228
8460933,Units,166,225,311,470,103,477,141,473,412,434,471,270
8460941,Units,1,266,336,7,374,54,10,86,37,336,473,234
8460966,Units,160,55,138,165,149,193,31,29,52,64,189,205
8460974,Units,17,27,27,21,36,1,44,38,10,21,37,0
8460982,Units,59,38,204,184,54,98,113,2,112,1,89,43
8460990,Units,40,6,100,68,95,0,20,93,33,13,79,68
8461006,Units,138,229,3,96,187,177,66,55,240,187,288,77
8461014,Units,1,1,1,1,1,0,1,1,0,0,0,1
8461022,Units,146,43,91,112,130,4,147,6,239,210,202,198
8461030,Units,204,19,127,37,197,79,14,215,226,209,10,111
8461048,Units,1,0,0,0,0,0,0,1,0,1,0,1
8461055,Units,101,6,85,54,60,104,15,85,93,67,46,78
8461071,Units,52,55,22,59,43,30,7,49,25,16,56,34
8461097,Units,43,52,27,39,54,53,30,53,13,17,42,37
8461105,Units,198,2306,3519,1407,1910,868,1381,288,1194,406,3522,2211
8461113,Units,184,186,22,208,125,127,232,92,200,251,261,240
8461121,Units,2731,1063,618,796,478,1617,190,3200,413,1862,2998,2080
8461139,Units,1027,550,388,1148,235,478,852,1637,986,1090,430,1838
8461147,Units,8,31,723,482,201,841,685,255,809,65,718,202
8461154,Units,565,240,131,326,474,50,85,34,613,615,523,121
8461162,Units,368,278,210,245,388,132,424,382,8,326,176,61
8461170,Units,442,292,136,328,297,263,508,156,32,125,158,16
8461188,Units,21,84,177,413,386,145,436,332,412,247,121,34
8461196,Units,35,41,23,37,52,5,8,57,37,57,22,56
8461204,Units,2235,2667,617,5804,3869,5370,1328,1473,5978,1256,4217,219
8461212,Units,285,313,237,35,71,198,223,220,200,133,83,244
8461220,Units,30,49,53,21,66,58,36,6,49,51,33,64
8461238,Units,375,261,139,337,44,504,383,39,115,491,372,393
8461246,Units,31,39,148,402,430,567,303,106,292,519,565,196
8461253,Units,164,10,236,608,245,320,210,26,181,345,114,525
8461261,Units,325,68,30,609,250,361,301,469,353,123,321,25
8461279,Units,517,48,50,286,378,365,125,82,233,403,289,273
8461287,Units,409,799,568,56,437,418,12,438,690,300,77,463
8461295,Units,48,484,516,204,508,452,303,536,531,554,328,497
8461303,Units,163,125,104,187,193,169,36,104,165,181,116,45
8461311,Units,218,639,449,112,352,680,50,293,293,139,227,437
8461329,Units,445,209,395,362,379,221,141,380,18,107,68,16
8461337,Units,301,469,507,1377,418,505,185,663,362,917,396,745
8461345,Units,334,345,16,244,235,339,399,357,197,61,110,111
8461352,Units,402,236,956,266,1087,617,573,334,1125,103,838,878
8461360,Units,420,146,311,368,108,379,292,144,509,418,371,160
8461378,Units,672,36,607,594,800,465,633,110,712,348,44,174
8461386,Units,390,467,1,378,335,79,76,87,604,124,513,259
8461394,Units,184,16,277,307,74,152,172,139,222,379,282,479
8461402,Units,218,424,47,153,389,144,162,206,439,386,66,75
8461410,Units,441,553,940,752,580,48,715,205,574,644,834,507
8461428,Units,557,472,486,241,453,761,723,190,299,126,599,680
8461436,Units,842,275,528,504,764,511,945,871,835,874,684,457
8461444,Units,485,525,341,384,548,15,341,114,575,9,62,84
8461451,Units,676,231,542,202,156,707,796,470,983,892,1011,488
8461477,Units,790,559,686,960,396,321,784,779,478,780,502,20
8461485,Units,185,460,835,546,378,437,424,275,483,618,215,10
8461493,Units,300,586,996,50,633,788,367,761,925,318,680,38
8461501,Units,1230,928,260,228,510,865,298,151,398,1164,621,1211
8461527,Units,260,448,612,5,105,149,207,144,545,452,117,260
8461535,Units,113,524,70,148,504,480,49,358,508,349,323,557
8461543,Units,522,347,489,583,609,432,566,399,160,287,79,530
8461550,Units,96,428,160,134,16,210,96,191,154,289,149,252
8461568,Units,704,193,7,31,434,69,94,170,567,459,135,369
8461576,Units,244,97,870,1059,36,443,457,830,17,386,496,351
8461584,Units,636,3,412,222,616,671,29,518,327,357,327,138
8461592,Units,271,509,608,46,162,222,520,225,352,138,225,188
8461600,Units,255,589,42,362,173,35,393,20,451,456,267,220
8461618,Units,102,54,62,183,92,379,113,627,43,645,50,532
8461626,Units,381,40,464,512,541,608,485,323,51,151,400,514
8461634,Units,537,487,609,205,889,567,713,692,763,874,934,724
8461642,Units,128,214,485,102,498,202,42,199,130,464,518,91
8461659,Units,285,447,47,41,154,369,128,117,193,376,134,349
8461667,Units,60,332,87,458,57,354,196,114,66,512,7,238
8461675,Units,144,505,316,524,1,83,427,344,226,166,9,354
8461683,Units,178,175,182,158,695,198,273,116,322,209,592,660
8461691,Units,6,48,305,327,287,282,135,170,224,81,157,123
8461709,Units,343,1262,633,1064,241,558,801,24,1073,1205,441,14
8461717,Units,5,161,294,90,318,134,124,141,170,251,259,15
8461725,Units,4698,2080,163,1680,1716,783,4681,4465,1058,3749,15,417
8461733,Units,68,60,48,166,98,183,119,80,134,182,10,29
8461741,Units,80,396,546,378,467,425,40,85,308,503,423,44
